geneID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000160868,CYP3A4,5.16593423,5.258927698,3.727291011,1.4109249,0.158266759,0.542565205
ENSG00000139055,ERP27,23.5413314,5.249213207,2.539853265,2.066738767,0.038758776,0.514275563
ENSG00000094963,FMO2,11.05758187,5.249139393,6.011138974,0.873235408,0.382534779,0.681287927
ENSG00000145362,ANK2,66.53124127,5.231295621,1.900329219,2.752836492,0.00590814,0.514275563
ENSG00000169035,KLK7,3922.195559,5.225918414,1.678711422,3.113053467,0.001851625,0.514275563
ENSG00000188277,C15orf62,99.86488631,5.194771325,1.90907663,2.721091047,0.006506684,0.514275563
ENSG00000137709,POU2F3,646.0710244,5.162035221,1.814659277,2.844630553,0.004446296,0.514275563
ENSG00000119915,ELOVL3,18.51416137,5.138185006,2.562474686,2.005165177,0.044945392,0.514275563
ENSG00000259238,AC092755.2,20.34260004,5.109040328,2.047938561,2.494723438,0.012605534,0.514275563
ENSG00000144648,ACKR2,24.50902571,5.07929334,2.053662644,2.473285159,0.013387727,0.514275563
ENSG00000088386,SLC15A1,135.1349974,5.069242305,1.698133151,2.98518541,0.002834065,0.514275563
ENSG00000167080,B4GALNT2,1251.198124,5.020427831,1.67221864,3.002255633,0.00267987,0.514275563
ENSG00000237330,RNF223,90.40360448,5.017894399,1.83404191,2.735975865,0.006219559,0.514275563
ENSG00000123405,NFE2,15.12439539,5.017882981,2.694239919,1.862448457,0.062539904,0.514275563
ENSG00000197822,OCLN,1140.616984,5.017369185,1.584205354,3.167120457,0.001539565,0.514275563
ENSG00000064270,ATP2C2,468.5553207,5.011763754,1.583447168,3.165096919,0.001550313,0.514275563
ENSG00000184502,GAST,92.73364509,4.986185443,1.853733972,2.689806368,0.007149349,0.514275563
ENSG00000136155,SCEL,3188.013188,4.977736919,1.579841888,3.150781706,0.001628341,0.514275563
ENSG00000168447,SCNN1B,50.15328623,4.966818789,2.095122441,2.370658007,0.017756452,0.514275563
ENSG00000170423,KRT78,134.2087874,4.964080635,1.93226344,2.569049609,0.010197786,0.514275563
ENSG00000163898,LIPH,133.4732316,4.953765834,1.603566398,3.089217784,0.002006843,0.514275563
ENSG00000229035,SPRR2C,6.927833782,4.953754883,2.625494309,1.886789419,0.059188655,0.514275563
ENSG00000054598,FOXC1,3940.613674,4.952245483,1.92449447,2.573270831,0.010074234,0.514275563
ENSG00000183018,SPNS2,222.732414,4.944873997,1.942639487,2.545440897,0.010913984,0.514275563
ENSG00000198092,TMPRSS11F,356.4785037,4.937277506,1.649485553,2.993222642,0.002760483,0.514275563
ENSG00000230387,AL118508.1,3.66954497,4.93701367,3.53024635,1.398489845,0.16196602,0.545254609
ENSG00000162398,LEXM,3.734281443,4.937013259,3.553745824,1.389242085,0.164759148,0.547293531
ENSG00000132639,SNAP25,4.906586742,4.937013106,3.01445796,1.637778059,0.101468,0.520022181
ENSG00000240652,AP001024.1,5.534055961,4.937009684,2.999668073,1.645851996,0.099794234,0.518978155
ENSG00000197888,UGT2B17,5.455257647,4.93700725,2.916892908,1.692556911,0.090539839,0.516170227
ENSG00000215127,SYT14P1,4.56512187,4.937004115,2.800561332,1.762862344,0.077923709,0.514465681
ENSG00000250509,AC034213.1,5.331039019,4.93700171,2.966826594,1.664068173,0.096098807,0.517420347
ENSG00000187595,ZNF385C,9.175141211,4.937000792,2.997737744,1.646908841,0.099576784,0.518978155
ENSG00000186235,AC016757.1,3.904440768,4.936998189,3.166320582,1.559222467,0.118943735,0.522894138
ENSG00000105427,CNFN,345.8778585,4.912643603,2.004561611,2.450732158,0.014256599,0.514275563
ENSG00000169432,SCN9A,115.6483562,4.88665105,1.711715857,2.854826069,0.00430604,0.514275563
ENSG00000175264,CHST1,21.46793365,4.886648743,2.066630176,2.364549206,0.018052029,0.514275563
ENSG00000130751,NPAS1,15.55521429,4.886644749,2.142294765,2.281032858,0.022546503,0.514275563
ENSG00000172137,CALB2,188.0477463,4.857735195,2.067868192,2.349151272,0.018816261,0.514275563
ENSG00000082684,SEMA5B,395.1961416,4.851886213,1.63554427,2.966526986,0.003011839,0.514275563
ENSG00000164120,HPGD,55.56252657,4.847967423,2.126363508,2.279933513,0.022611632,0.514275563
ENSG00000167768,KRT1,9742.649497,4.842473394,3.172305987,1.526483704,0.126889446,0.526918992
ENSG00000135604,STX11,215.3759201,4.837740242,1.861965487,2.598190072,0.00937166,0.514275563
ENSG00000189001,SBSN,3136.76103,4.835574374,1.724379883,2.804239613,0.005043541,0.514275563
ENSG00000163202,LCE3D,439.378735,4.826166156,2.748396051,1.755993702,0.079089484,0.514570855
ENSG00000187122,SLIT1,7.962464356,4.816254721,2.419580469,1.99053298,0.046532255,0.514275563
ENSG00000134339,SAA2,16.66588679,4.816248144,2.73014759,1.764098088,0.077715466,0.514465681
ENSG00000182264,IZUMO1,44.39794039,4.798113348,1.73969346,2.758022294,0.005815223,0.514275563
ENSG00000167972,ABCA3,39.34996944,4.792012495,2.024590479,2.366904588,0.017937556,0.514275563
ENSG00000135605,TEC,65.06381652,4.788953582,1.837453925,2.606298594,0.009152663,0.514275563
ENSG00000163207,IVL,6617.99559,4.786270791,1.775922249,2.695090281,0.007036956,0.514275563
ENSG00000164825,DEFB1,282.1196193,4.749361913,1.776718001,2.673109582,0.00751517,0.514275563
ENSG00000019169,MARCO,22.57978676,4.742257403,2.020728126,2.346806253,0.018935098,0.514275563
ENSG00000233930,KRTAP5-AS1,11.89955384,4.742255413,2.271398141,2.087813373,0.036814673,0.514275563
ENSG00000176845,METRNL,603.3100439,4.725815062,1.503048603,3.144153192,0.001665682,0.514275563
ENSG00000103569,AQP9,83.07913596,4.723151562,1.835347069,2.573437821,0.010069374,0.514275563
ENSG00000171124,FUT3,326.5199033,4.704968728,1.652535923,2.847120394,0.004411667,0.514275563
