geneID,geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000166313,APBB1,167.7774997,-1.366998678,0.727704328,-1.878508379,0.060311652,0.999750329
ENSG00000198945,L3MBTL3,244.5594395,-2.141189156,1.140070499,-1.878119957,0.060364757,0.999750329
ENSG00000141579,ZNF750,2457.656693,2.734680703,1.456699675,1.877312633,0.060475258,0.999750329
ENSG00000275612,AC104237.2,35.54671399,2.376447298,1.266524096,1.876353799,0.060606714,0.999750329
ENSG00000157350,ST3GAL2,199.5905938,-1.803303969,0.961140962,-1.876211753,0.060626209,0.999750329
ENSG00000272666,U62317.2,179.7588788,3.274260204,1.746601163,1.874646756,0.060841336,0.999750329
ENSG00000130487,KLHDC7B,124.8488879,3.2836869,1.752209274,1.874026663,0.06092675,0.999750329
ENSG00000120457,KCNJ5,626.398698,1.654778687,0.883606854,1.872754472,0.061102298,0.999750329
ENSG00000090861,AARS,5242.691389,1.354664835,0.723401199,1.87263283,0.061119105,0.999750329
ENSG00000186088,GSAP,324.5947375,1.775989012,0.94883931,1.871748982,0.06124134,0.999750329
ENSG00000160190,SLC37A1,75.01625317,-1.711715598,0.91456897,-1.87160909,0.061260705,0.999750329
ENSG00000245522,AC026250.1,29.04417876,2.132862119,1.139741524,1.871355982,0.061295756,0.999750329
ENSG00000075073,TACR2,10.18479196,3.997917508,2.136639356,1.871124154,0.061327874,0.999750329
ENSG00000143630,HCN3,61.91318591,-1.766926684,0.945078867,-1.869607654,0.061538322,0.999750329
ENSG00000154310,TNIK,96.775431,-1.621144997,0.867478782,-1.868800749,0.061650541,0.999750329
ENSG00000178750,STX19,138.5362223,2.68930206,1.440804411,1.866528197,0.061967503,0.999750329
ENSG00000204381,LAYN,89.6862791,1.491227036,0.799254102,1.865773391,0.062073077,0.999750329
ENSG00000049283,EPN3,305.8516173,-2.419103828,1.296945011,-1.865232378,0.062148839,0.999750329
ENSG00000261786,AC006058.1,25.78427296,-2.449511421,1.313588756,-1.864747556,0.062216798,0.999750329
ENSG00000267254,AC020928.1,32.75983604,2.03446192,1.091604735,1.863734972,0.062358932,0.999750329
